iter	RMSE
330	0.8329456897
331	0.8325113615
332	0.8320857253
333	0.8316872787
334	0.8312670227
335	0.8308552089
336	0.8304280915
337	0.8300244339
338	0.8296063887
339	0.8291962286
340	0.828796864
341	0.8283847067
342	0.8279812584
343	0.8275762228
344	0.8271923616
345	0.8267880348
346	0.8263792525
347	0.8259879617
348	0.8255716005
349	0.8251786878
350	0.8247693314
351	0.8243613515
352	0.8239414711
353	0.8235303386
354	0.8231218317
355	0.8227218398
356	0.8222766173
357	0.8218605869
358	0.8214620059
359	0.821052934
360	0.820657272
361	0.8202767884
362	0.819861445
363	0.8194576361
364	0.8190562155
365	0.8186502899
366	0.8182496587
367	0.8178572636
368	0.8174735332
369	0.8170893493
370	0.8166961064
371	0.8163146432
372	0.8159150758
373	0.8155273698
374	0.8151361303
375	0.8147728562
376	0.8143857581
377	0.8140032482
378	0.8136315659
379	0.8132320759
380	0.8128506875
381	0.8124121106
382	0.8120315112
383	0.8116466992
384	0.8112362397
385	0.810852434
386	0.8104429025
387	0.8100600195
388	0.8096874629
389	0.8093149837
390	0.8089273425
391	0.8085112975
392	0.8081355547
393	0.8077593027
394	0.8073774061
395	0.8069866273
396	0.8065919545
397	0.8062039667
398	0.8058111497
399	0.805409282
400	0.8050434946
401	0.8047001355
402	0.8043235751
403	0.8039353738
404	0.8035539323
405	0.8031938093
406	0.8028286205
407	0.8024400561
408	0.8020720167
409	0.8017034093
410	0.8013213341
411	0.8009480729
412	0.8005766921
413	0.8002082273
414	0.7998490501
415	0.7994806254
416	0.7991405459
417	0.7987489311
418	0.7983741504
419	0.7979935761
420	0.7976365108
421	0.7972900595
422	0.7969172909
423	0.7965437792
424	0.7961856987
425	0.7958095981
426	0.7954568866
427	0.7950938778
428	0.7947102784
429	0.7943344995
430	0.7939709338
431	0.7935967539
432	0.7932341917
433	0.7928499218
434	0.7924708409
435	0.7920867276
436	0.7917232716
437	0.791352699
438	0.7909921432
439	0.7906333867
440	0.7902620935
441	0.7898443907
442	0.7894801299
443	0.7891312518
444	0.788765103
445	0.78842874
446	0.7880795643
447	0.7877159888
448	0.7873043338
449	0.7869803963
450	0.7866306707
451	0.7862347593
452	0.785876678
453	0.7854612255
454	0.7850988328
455	0.7847248089
456	0.7843704533
457	0.7840027766
458	0.7836339602
459	0.7832211335
460	0.78287811
461	0.7825398484
462	0.7821808552
463	0.7818351467
464	0.7814901399
465	0.7810325733
466	0.7806927352
467	0.7802885651
468	0.7799266891
469	0.7795680559
470	0.7791694912
471	0.7787475895
472	0.7783998499
473	0.7779940835
474	0.7776485628
475	0.7773139158
476	0.7768650935
477	0.7765069584
478	0.7761883312
479	0.7758389376
480	0.7755355269
481	0.7751723952
482	0.774821539
483	0.7745199263
484	0.7742010825
485	0.7738738128
486	0.7735313773
487	0.7730963371
488	0.772737275
489	0.7723842503
490	0.7720764826
491	0.7716783473
492	0.7713086158
493	0.7709178651
494	0.7705666398
495	0.7702233648
496	0.7698742996
497	0.7695282603
498	0.7691813957
499	0.7687916299
500	0.7684429655
501	0.7680948205
502	0.7677558454
503	0.7674144969
504	0.7670698141
505	0.7667466901
506	0.7663703947
507	0.7660419459
508	0.7657097681
509	0.7653683057
510	0.7650178587
511	0.764677173
512	0.7643405675
513	0.7639997241
514	0.7636580059
515	0.7633182725
516	0.7629823281
517	0.7626681712
518	0.7623271597
519	0.7619600927
520	0.761617141
521	0.7613047321
522	0.7609855984
523	0.7606589551
524	0.7603072307
525	0.7599591259
526	0.7595739291
527	0.7592623899
528	0.7589320943
529	0.7586059247
530	0.758264341
531	0.7579276757
532	0.7575987279
533	0.7572903118
534	0.7569602023
535	0.7566260665
536	0.7562456351
537	0.755859033
538	0.7555208314
539	0.7551762395
540	0.7548440409
541	0.7544623552
542	0.754089823
543	0.753787613
544	0.753441793
545	0.7531194479
546	0.7527745239
547	0.7524594068
548	0.7521511039
549	0.7517351383
550	0.751401322
551	0.7510702031
552	0.7507464074
553	0.7504227705
554	0.7500942064
555	0.7497679408
556	0.749448321
557	0.7491308051
558	0.7487902728
559	0.7484579075
560	0.7481262737
561	0.7478095633
562	0.7474963732
563	0.7471648201
564	0.7468425622
565	0.7465291571
566	0.7462151744
567	0.7458799303
568	0.7455110372
569	0.7451797082
570	0.7448830348
571	0.7446162861
572	0.7442889091
573	0.7439797867
574	0.7436812923
575	0.7433813433
576	0.7430717602
577	0.7427505944
578	0.7424497784
579	0.7421423763
580	0.7418151123
581	0.7415005217
582	0.7411919411
583	0.7408707575
584	0.7405762761
585	0.7401792328
586	0.739878725
587	0.7395761452
588	0.7392168792
589	0.7389067622
590	0.7385889572
591	0.738173845
592	0.7378624886
593	0.737564217
594	0.7372773711
595	0.7369964991
596	0.7367125415
597	0.7364097286
598	0.7359985165
599	0.7356352259
600	0.7353511988
601	0.7350679579
602	0.734767169
603	0.73447285
604	0.7341849281
605	0.7338862588
606	0.7335705487
607	0.7332591981
608	0.7329304941
609	0.7326307588
610	0.7323091685
611	0.7320158144
612	0.7316940838
613	0.7313709548
614	0.7310583171
615	0.7307464236
616	0.7304518071
617	0.730139301
618	0.7298510043
619	0.729551775
620	0.729255354
621	0.7289590397
622	0.7286593722
623	0.7283680496
624	0.7281042107
625	0.7277966311
626	0.7274888735
627	0.7271803193
628	0.7268806763
629	0.7265187664
630	0.726251762
631	0.7259349128
632	0.7256513312
633	0.7253755131
634	0.7250736848
635	0.724782819
636	0.7243932506
637	0.7241003303
638	0.7237010209
639	0.7233972308
640	0.7231120545
641	0.7228171661
642	0.722544041
643	0.7222605396
644	0.7218749379
645	0.7215127671
646	0.7212267833
647	0.7209138167
648	0.7205275658
649	0.7202894129
650	0.7199959966
651	0.71972318
652	0.7194325299
653	0.71917048
654	0.7188725999
655	0.718598733
656	0.7182445234
657	0.7179399722
658	0.7176440343
659	0.7173443517
660	0.7170904608
661	0.7168293444
662	0.7164827148
663	0.7161781581
664	0.7158799905
665	0.71560492
666	0.7153123634
667	0.7150191703
668	0.7147411542
669	0.7144819858
670	0.7141095839
671	0.7138164064
672	0.7135395087
673	0.713251559
674	0.7128652694
675	0.7125862007
676	0.7122444323
677	0.7119011772
678	0.7115532987
679	0.7113081119
680	0.7110585028
681	0.7107660565
682	0.7104731522
683	0.7101005144
684	0.7098051675
685	0.7095500535
686	0.7092746784
687	0.7089800874
688	0.7086838275
689	0.7084006938
690	0.7080636237
691	0.7077751592
692	0.7074925204
693	0.707216464
694	0.7069456572
695	0.7066795547
696	0.7064021298
697	0.7061445579
698	0.7058449726
699	0.7055605093
700	0.705191831
701	0.7048527538
702	0.7045764183
703	0.7043082105
704	0.7040331154
705	0.7037502474
706	0.7035089094
707	0.703255861
708	0.7030013712
709	0.7027272407
710	0.702435603
711	0.7021726321
712	0.7019248318
713	0.7015889573
714	0.7013240761
715	0.701057556
716	0.7007980319
717	0.7005282962
718	0.7002580915
719	0.6999954611
720	0.6997352815
721	0.699454973
722	0.6991774674
723	0.6989075321
724	0.6986386149
725	0.6983852435
726	0.6981241206
727	0.697806159
728	0.6975672128
729	0.6972880219
730	0.6970378371
731	0.6967621409
732	0.6964935438
733	0.6962265674
734	0.6959656272
735	0.6956235006
736	0.6953777537
737	0.695039356
738	0.6947635993
739	0.6945186486
740	0.6941498746
741	0.6938701277
742	0.6936200856
743	0.6933650527
744	0.6931175486
745	0.6928599353
746	0.6926285609
747	0.6923734039
748	0.6921339619
749	0.6918706462
750	0.6915511997
751	0.6912891822
752	0.6909562315
753	0.6907034231
754	0.6904368558
755	0.6902130773
756	0.6898502334
757	0.6895859077
758	0.6893112984
759	0.6890505949
760	0.6888223011
761	0.6885735624
762	0.6883058527
763	0.6879571274
764	0.6877072629
765	0.6874784264
766	0.6872503021
767	0.6869882102
768	0.6867456066
769	0.6864825755
770	0.686250415
771	0.6859793834
772	0.6856684501
773	0.6854102192
774	0.6851650091
775	0.6848678222
776	0.6846075491
777	0.6843383028
778	0.6841048772
779	0.6838356495
780	0.6835673982
781	0.6833187462
782	0.6830641584
783	0.6828267114
784	0.682555748
785	0.6822433751
786	0.681982033
787	0.6817359475
788	0.6814810194
789	0.6812213422
790	0.680886917
791	0.6806387193
792	0.6803740914
793	0.6801313504
794	0.6799077306
795	0.6796634955
796	0.6794128312
797	0.6791660724
798	0.6788152245
799	0.6785119949
800	0.6782158114
801	0.6779652469
802	0.6777292579
803	0.6774684744
804	0.6772213607
805	0.6770081645
806	0.676792982
807	0.6765800924
808	0.6763290261
809	0.6760906252
810	0.6757520349
811	0.6754992337
812	0.6752005214
813	0.6748604483
814	0.6746174089
815	0.6743807355
816	0.6741215406
817	0.6738856966
818	0.6736512969
819	0.6734122949
820	0.6731605766
821	0.672914558
822	0.6726748808
823	0.6724578834
824	0.6721399794
825	0.6719103119
826	0.671679932
827	0.6714323722
828	0.6711764744
829	0.6709450141
830	0.6707084007
831	0.6704773725
832	0.670245474
833	0.6700252997
834	0.6697933639
835	0.6695690394
836	0.6693230857
837	0.6690982401
838	0.6688526688
839	0.6686124776
840	0.6683645843
841	0.6681170692
842	0.6678814909
843	0.6676655001
844	0.6673283394
845	0.6670956297
846	0.6668680107
847	0.6666279646
848	0.6663852473
849	0.6661560681
850	0.6659216234
851	0.6656930002
852	0.6654545254
853	0.6651198534
854	0.6648836003
855	0.664643019
856	0.6644221728
857	0.6641802433
858	0.6639465557
859	0.6637258448
860	0.663523448
861	0.6632185068
862	0.6629864448
863	0.6627099276
864	0.6624882039
865	0.6621815579
866	0.6619695289
867	0.6617393374
868	0.661500363
869	0.66120764
870	0.6609040212
871	0.6606680085
872	0.6604291908
873	0.6602097525
874	0.6599738984
875	0.6597403063
876	0.6595386073
877	0.6592273693
878	0.6590228546
879	0.6587189965
880	0.6585035511
881	0.6582751876
882	0.6580676496
883	0.6578475371
884	0.6576066698
885	0.6573991251
886	0.6571663963
887	0.6569444073
888	0.6566115128
889	0.656302254
890	0.6560981859
891	0.6557760557
892	0.6555388921
893	0.6553145761
894	0.6550914452
895	0.6548829384
896	0.6546505991
897	0.6544275926
898	0.6541042669
899	0.6538690795
900	0.653641936
901	0.6534113439
902	0.6531708667
903	0.6528396609
904	0.6526150744
905	0.6524038197
906	0.6521778554
907	0.6519635274
908	0.6517652157
909	0.6514513271
910	0.6512248009
911	0.6510117013
912	0.6507822271
913	0.6504724823
914	0.6501448605
915	0.6498583686
916	0.6496415083
917	0.6494276264
918	0.649194999
919	0.6489919055
920	0.6487634272
921	0.6484406627
922	0.6482281061
923	0.6480091513
924	0.6477923298
925	0.6475621538
926	0.6473677823
927	0.647155519
928	0.6468894377
929	0.6466698445
930	0.6464529844
931	0.6461246724
932	0.6459307447
933	0.6457037766
934	0.645480746
935	0.6451576701
936	0.6448696121
937	0.6446393441
938	0.6444431946
939	0.6442424717
940	0.6440201763
941	0.6437951873
942	0.6435911191
943	0.6433741099
944	0.6431831958
945	0.6429858483
946	0.642781907
947	0.6425586599
948	0.64234887
949	0.6421526578
950	0.6419338144
951	0.6417179201
952	0.6414982749
953	0.6412838156
954	0.6409926942
955	0.6407748119
956	0.6405697664
957	0.6403648144
958	0.6401600315
959	0.6399336203
960	0.6397367124
961	0.639531165
962	0.6393121686
963	0.6391049123
964	0.6387853122
965	0.6385920505
966	0.6383794805
967	0.6381099233
968	0.637797476
969	0.6375137933
970	0.6373095537
971	0.6371046139
972	0.6368917038
973	0.6367034129
974	0.6365053757
975	0.6362261672
976	0.6360335655
977	0.6357167454
978	0.6354280089
979	0.6352211476
980	0.6349068865
981	0.6346914141
982	0.6344948047
983	0.6342936465
984	0.6340822342
985	0.6338889133
986	0.6336950216
987	0.6334811523
988	0.633167107
989	0.6329574018
990	0.6326710533
991	0.6323815318
992	0.6321891519
993	0.6319820329
994	0.6317934654
995	0.631525491
996	0.6313133015
997	0.6311181761
998	0.6309268104
999	0.6307205572
